case_id,local_rank,strategy_name,strategy_id,runtime_ms,tflops,tbps,validated,expected_slice_size
bs16384_E256_es8_B5120x10240,0,row_major,0,0.34231886,2554.97827099,2.70003425,true,256
bs16384_E256_es8_B5120x10240,0,row_major_swizzle_8,18,0.42732949,2046.70463515,2.16290396,true,256
bs16384_E256_es8_B5120x10240,0,row_major_swizzle_19,19,0.43856058,1994.29060163,2.10751418,true,256
bs16384_E256_es8_B5120x10240,0,row_major_swizzle_38,20,0.45571188,1919.23291267,2.02819518,true,256
