case_id,local_rank,strategy_name,strategy_id,runtime_ms,tflops,tbps,validated,expected_slice_size
bs16384_E256_es8_B5120x10240,0,row_major,0,0.34049264,2568.68181149,2.71451580,true,256
bs16384_E256_es8_B5120x10240,0,grouped_m_16,4,0.34278526,2551.50188969,2.69636051,true,256
bs16384_E256_es8_B5120x10240,0,snake_n_16,13,0.33972097,2574.51652130,2.72068177,true,256
bs16384_E256_es8_B5120x10240,0,grouped_n_16,7,0.34122517,2563.16744881,2.70868836,true,256
