case_id,local_rank,strategy_name,strategy_id,runtime_ms,tflops,tbps,validated,expected_slice_size
bs16384_E256_es8_B5120x10240,0,row_major,0,0.34162256,2560.18581979,2.70553746,true,256
bs16384_E256_es8_B5120x10240,0,band_n_10_row_major,28,0.34146177,2561.39142298,2.70681151,true,256
bs16384_E256_es8_B5120x10240,0,band_n_20_row_major,29,0.34043204,2569.13901299,2.71499896,true,256
bs16384_E256_es8_B5120x10240,0,snake_n_16,13,0.34175433,2559.19874302,2.70449434,true,256
