case_id,local_rank,strategy_name,strategy_id,runtime_ms,tflops,tbps,validated,expected_slice_size
bs16384_E256_es8_B5120x10240,0,row_major,0,0.34083469,2566.10396642,2.71179160,true,256
bs16384_E256_es8_B5120x10240,0,band_n_20_row_major,29,0.33911476,2579.11877248,2.72554531,true,256
